"ACTION_DIRECTION","ACTION_SCORE","ACTION_TYPE","edge-label","EDGE_UNIQUE_SUID","EVIDENCE_CODE","INITIAL_SOURCE_NAME","INITIAL_TARGET_NAME","interaction","INTERACTION_TYPE","KappaScore","name","Regulates Source","Regulates Target","selected","shared interaction","shared name","SIGNUM","SOURCE_NAME","SOURCE_SYMBOL_NAME","TARGET_NAME","TARGET_SYMBOL_NAME","UNIQUE_ID"
,,,,"1907","TAS","GO:0061620","2023","gene-term","GO:0061620",,"glycolytic%20process%20through%20glucose-6-phosphate (gene-term) ENO1",,,"true","gene-term","glycolytic%20process%20through%20glucose-6-phosphate (gene-term) ENO1",,,,,,"GO:0061620 (gene-term) 2023"
,,,,"1910","TAS","GO:0061620","226","gene-term","GO:0061620",,"glycolytic%20process%20through%20glucose-6-phosphate (gene-term) ALDOA",,,"true","gene-term","glycolytic%20process%20through%20glucose-6-phosphate (gene-term) ALDOA",,,,,,"GO:0061620 (gene-term) 226"
,,,,"1913","TAS","GO:0061620","2597","gene-term","GO:0061620",,"glycolytic%20process%20through%20glucose-6-phosphate (gene-term) GAPDH",,,"true","gene-term","glycolytic%20process%20through%20glucose-6-phosphate (gene-term) GAPDH",,,,,,"GO:0061620 (gene-term) 2597"
,,,,"1916","TAS","GO:0061620","5230","gene-term","GO:0061620",,"glycolytic%20process%20through%20glucose-6-phosphate (gene-term) PGK1",,,"true","gene-term","glycolytic%20process%20through%20glucose-6-phosphate (gene-term) PGK1",,,,,,"GO:0061620 (gene-term) 5230"
,,,,"1919","TAS","GO:0061620","5315","gene-term","GO:0061620",,"glycolytic%20process%20through%20glucose-6-phosphate (gene-term) PKM",,,"true","gene-term","glycolytic%20process%20through%20glucose-6-phosphate (gene-term) PKM",,,,,,"GO:0061620 (gene-term) 5315"
,,,,"1922","kappa:1.0",,,"term-term","term-term","1.0","glycolytic process through glucose-6-phosphate (term-term) glucose catabolic process",,,"true","term-term","glycolytic process through glucose-6-phosphate (term-term) glucose catabolic process","+",,,,,"GO:0061620 (term-term) GO:0006007"
,,,,"1925","kappa:0.68",,,"term-term","term-term","0.6749999999999999","glycolytic process through glucose-6-phosphate (term-term) gluconeogenesis",,,"true","term-term","glycolytic process through glucose-6-phosphate (term-term) gluconeogenesis","+",,,,,"GO:0061620 (term-term) GO:0006094"
,,,,"1928","kappa:1.0",,,"term-term","term-term","1.0","glycolytic process through glucose-6-phosphate (term-term) NADH regeneration",,,"true","term-term","glycolytic process through glucose-6-phosphate (term-term) NADH regeneration","+",,,,,"GO:0061620 (term-term) GO:0006735"
,,,,"1931","kappa:0.68",,,"term-term","term-term","0.6749999999999999","glycolytic process through glucose-6-phosphate (term-term) hexose biosynthetic process",,,"true","term-term","glycolytic process through glucose-6-phosphate (term-term) hexose biosynthetic process","+",,,,,"GO:0061620 (term-term) GO:0019319"
,,,,"1934","kappa:1.0",,,"term-term","term-term","1.0","glycolytic process through glucose-6-phosphate (term-term) hexose catabolic process",,,"true","term-term","glycolytic process through glucose-6-phosphate (term-term) hexose catabolic process","+",,,,,"GO:0061620 (term-term) GO:0019320"
,,,,"1937","kappa:0.68",,,"term-term","term-term","0.6749999999999999","glycolytic process through glucose-6-phosphate (term-term) monosaccharide biosynthetic process",,,"true","term-term","glycolytic process through glucose-6-phosphate (term-term) monosaccharide biosynthetic process","+",,,,,"GO:0061620 (term-term) GO:0046364"
,,,,"1940","kappa:1.0",,,"term-term","term-term","1.0","glycolytic process through glucose-6-phosphate (term-term) monosaccharide catabolic process",,,"true","term-term","glycolytic process through glucose-6-phosphate (term-term) monosaccharide catabolic process","+",,,,,"GO:0061620 (term-term) GO:0046365"
,,,,"1943","kappa:1.0",,,"term-term","term-term","1.0","glycolytic process through glucose-6-phosphate (term-term) glycolytic process through fructose-6-phosphate",,,"true","term-term","glycolytic process through glucose-6-phosphate (term-term) glycolytic process through fructose-6-phosphate","+",,,,,"GO:0061620 (term-term) GO:0061615"
,,,,"1946","is_a:",,,"term-term","term-term","2.0","glycolytic process through glucose-6-phosphate (term-term-ontology) glycolytic process through fructose-6-phosphate","POSITIVELY_REGULATES",,"true","term-term","glycolytic process through glucose-6-phosphate (term-term-ontology) glycolytic process through fructose-6-phosphate","+",,,,,"GO:0061620 (term-term-ontology) GO:0061615"
,,,,"1952","TAS","GO:0061621","2023","gene-term","GO:0061621",,"canonical%20glycolysis (gene-term) ENO1",,,"true","gene-term","canonical%20glycolysis (gene-term) ENO1",,,,,,"GO:0061621 (gene-term) 2023"
,,,,"1955","TAS","GO:0061621","226","gene-term","GO:0061621",,"canonical%20glycolysis (gene-term) ALDOA",,,"true","gene-term","canonical%20glycolysis (gene-term) ALDOA",,,,,,"GO:0061621 (gene-term) 226"
,,,,"1958","TAS","GO:0061621","2597","gene-term","GO:0061621",,"canonical%20glycolysis (gene-term) GAPDH",,,"true","gene-term","canonical%20glycolysis (gene-term) GAPDH",,,,,,"GO:0061621 (gene-term) 2597"
,,,,"1961","TAS","GO:0061621","5230","gene-term","GO:0061621",,"canonical%20glycolysis (gene-term) PGK1",,,"true","gene-term","canonical%20glycolysis (gene-term) PGK1",,,,,,"GO:0061621 (gene-term) 5230"
,,,,"1964","TAS","GO:0061621","5315","gene-term","GO:0061621",,"canonical%20glycolysis (gene-term) PKM",,,"true","gene-term","canonical%20glycolysis (gene-term) PKM",,,,,,"GO:0061621 (gene-term) 5315"
,,,,"1967","kappa:1.0",,,"term-term","term-term","1.0","canonical glycolysis (term-term) glucose catabolic process",,,"true","term-term","canonical glycolysis (term-term) glucose catabolic process","+",,,,,"GO:0061621 (term-term) GO:0006007"
,,,,"1970","kappa:0.68",,,"term-term","term-term","0.6749999999999999","canonical glycolysis (term-term) gluconeogenesis",,,"true","term-term","canonical glycolysis (term-term) gluconeogenesis","+",,,,,"GO:0061621 (term-term) GO:0006094"
,,,,"1973","kappa:1.0",,,"term-term","term-term","1.0","canonical glycolysis (term-term) NADH regeneration",,,"true","term-term","canonical glycolysis (term-term) NADH regeneration","+",,,,,"GO:0061621 (term-term) GO:0006735"
,,,,"1976","is_a:",,,"term-term","term-term","2.0","canonical glycolysis (term-term-ontology) NADH regeneration","POSITIVELY_REGULATES",,"true","term-term","canonical glycolysis (term-term-ontology) NADH regeneration","+",,,,,"GO:0061621 (term-term-ontology) GO:0006735"
,,,,"1979","kappa:0.68",,,"term-term","term-term","0.6749999999999999","canonical glycolysis (term-term) hexose biosynthetic process",,,"true","term-term","canonical glycolysis (term-term) hexose biosynthetic process","+",,,,,"GO:0061621 (term-term) GO:0019319"
,,,,"1982","kappa:1.0",,,"term-term","term-term","1.0","canonical glycolysis (term-term) hexose catabolic process",,,"true","term-term","canonical glycolysis (term-term) hexose catabolic process","+",,,,,"GO:0061621 (term-term) GO:0019320"
,,,,"1985","kappa:0.68",,,"term-term","term-term","0.6749999999999999","canonical glycolysis (term-term) monosaccharide biosynthetic process",,,"true","term-term","canonical glycolysis (term-term) monosaccharide biosynthetic process","+",,,,,"GO:0061621 (term-term) GO:0046364"
,,,,"1988","kappa:1.0",,,"term-term","term-term","1.0","canonical glycolysis (term-term) monosaccharide catabolic process",,,"true","term-term","canonical glycolysis (term-term) monosaccharide catabolic process","+",,,,,"GO:0061621 (term-term) GO:0046365"
,,,,"1991","kappa:1.0",,,"term-term","term-term","1.0","canonical glycolysis (term-term) glycolytic process through fructose-6-phosphate",,,"true","term-term","canonical glycolysis (term-term) glycolytic process through fructose-6-phosphate","+",,,,,"GO:0061621 (term-term) GO:0061615"
,,,,"1994","kappa:1.0",,,"term-term","term-term","1.0","canonical glycolysis (term-term) glycolytic process through glucose-6-phosphate",,,"true","term-term","canonical glycolysis (term-term) glycolytic process through glucose-6-phosphate","+",,,,,"GO:0061621 (term-term) GO:0061620"
,,,,"1997","is_a:",,,"term-term","term-term","2.0","canonical glycolysis (term-term-ontology) glycolytic process through glucose-6-phosphate","POSITIVELY_REGULATES",,"true","term-term","canonical glycolysis (term-term-ontology) glycolytic process through glucose-6-phosphate","+",,,,,"GO:0061621 (term-term-ontology) GO:0061620"
,,,,"2003","TAS","GO:0061718","2023","gene-term","GO:0061718",,"glucose%20catabolic%20process%20to%20pyruvate (gene-term) ENO1",,,"true","gene-term","glucose%20catabolic%20process%20to%20pyruvate (gene-term) ENO1",,,,,,"GO:0061718 (gene-term) 2023"
,,,,"2006","TAS","GO:0061718","226","gene-term","GO:0061718",,"glucose%20catabolic%20process%20to%20pyruvate (gene-term) ALDOA",,,"true","gene-term","glucose%20catabolic%20process%20to%20pyruvate (gene-term) ALDOA",,,,,,"GO:0061718 (gene-term) 226"
,,,,"2009","TAS","GO:0061718","2597","gene-term","GO:0061718",,"glucose%20catabolic%20process%20to%20pyruvate (gene-term) GAPDH",,,"true","gene-term","glucose%20catabolic%20process%20to%20pyruvate (gene-term) GAPDH",,,,,,"GO:0061718 (gene-term) 2597"
,,,,"2012","TAS","GO:0061718","5230","gene-term","GO:0061718",,"glucose%20catabolic%20process%20to%20pyruvate (gene-term) PGK1",,,"true","gene-term","glucose%20catabolic%20process%20to%20pyruvate (gene-term) PGK1",,,,,,"GO:0061718 (gene-term) 5230"
,,,,"2015","TAS","GO:0061718","5315","gene-term","GO:0061718",,"glucose%20catabolic%20process%20to%20pyruvate (gene-term) PKM",,,"true","gene-term","glucose%20catabolic%20process%20to%20pyruvate (gene-term) PKM",,,,,,"GO:0061718 (gene-term) 5315"
,,,,"2018","kappa:1.0",,,"term-term","term-term","1.0","glucose catabolic process to pyruvate (term-term) glucose catabolic process",,,"true","term-term","glucose catabolic process to pyruvate (term-term) glucose catabolic process","+",,,,,"GO:0061718 (term-term) GO:0006007"
,,,,"2021","is_a:",,,"term-term","term-term","2.0","glucose catabolic process to pyruvate (term-term-ontology) glucose catabolic process","POSITIVELY_REGULATES",,"true","term-term","glucose catabolic process to pyruvate (term-term-ontology) glucose catabolic process","+",,,,,"GO:0061718 (term-term-ontology) GO:0006007"
,,,,"2024","kappa:0.68",,,"term-term","term-term","0.6749999999999999","glucose catabolic process to pyruvate (term-term) gluconeogenesis",,,"true","term-term","glucose catabolic process to pyruvate (term-term) gluconeogenesis","+",,,,,"GO:0061718 (term-term) GO:0006094"
,,,,"2027","kappa:1.0",,,"term-term","term-term","1.0","glucose catabolic process to pyruvate (term-term) NADH regeneration",,,"true","term-term","glucose catabolic process to pyruvate (term-term) NADH regeneration","+",,,,,"GO:0061718 (term-term) GO:0006735"
,,,,"2030","kappa:0.68",,,"term-term","term-term","0.6749999999999999","glucose catabolic process to pyruvate (term-term) hexose biosynthetic process",,,"true","term-term","glucose catabolic process to pyruvate (term-term) hexose biosynthetic process","+",,,,,"GO:0061718 (term-term) GO:0019319"
,,,,"2033","kappa:1.0",,,"term-term","term-term","1.0","glucose catabolic process to pyruvate (term-term) hexose catabolic process",,,"true","term-term","glucose catabolic process to pyruvate (term-term) hexose catabolic process","+",,,,,"GO:0061718 (term-term) GO:0019320"
,,,,"2036","kappa:0.68",,,"term-term","term-term","0.6749999999999999","glucose catabolic process to pyruvate (term-term) monosaccharide biosynthetic process",,,"true","term-term","glucose catabolic process to pyruvate (term-term) monosaccharide biosynthetic process","+",,,,,"GO:0061718 (term-term) GO:0046364"
,,,,"2039","kappa:1.0",,,"term-term","term-term","1.0","glucose catabolic process to pyruvate (term-term) monosaccharide catabolic process",,,"true","term-term","glucose catabolic process to pyruvate (term-term) monosaccharide catabolic process","+",,,,,"GO:0061718 (term-term) GO:0046365"
,,,,"2042","kappa:1.0",,,"term-term","term-term","1.0","glucose catabolic process to pyruvate (term-term) glycolytic process through fructose-6-phosphate",,,"true","term-term","glucose catabolic process to pyruvate (term-term) glycolytic process through fructose-6-phosphate","+",,,,,"GO:0061718 (term-term) GO:0061615"
,,,,"2045","kappa:1.0",,,"term-term","term-term","1.0","glucose catabolic process to pyruvate (term-term) glycolytic process through glucose-6-phosphate",,,"true","term-term","glucose catabolic process to pyruvate (term-term) glycolytic process through glucose-6-phosphate","+",,,,,"GO:0061718 (term-term) GO:0061620"
,,,,"2048","kappa:1.0",,,"term-term","term-term","1.0","glucose catabolic process to pyruvate (term-term) canonical glycolysis",,,"true","term-term","glucose catabolic process to pyruvate (term-term) canonical glycolysis","+",,,,,"GO:0061718 (term-term) GO:0061621"
,,,,"2051","is_a:",,,"term-term","term-term","2.0","glucose catabolic process to pyruvate (term-term-ontology) canonical glycolysis",,"POSITIVELY_REGULATES","true","term-term","glucose catabolic process to pyruvate (term-term-ontology) canonical glycolysis","+",,,,,"GO:0061718 (term-term-ontology) GO:0061621"
,,,,"2060","TAS","GO:0090151","7532","gene-term","GO:0090151",,"establishment%20of%20protein%20localization%20to%20mitochondrial%20membrane (gene-term) YWHAG",,,"true","gene-term","establishment%20of%20protein%20localization%20to%20mitochondrial%20membrane (gene-term) YWHAG",,,,,,"GO:0090151 (gene-term) 7532"
,,,,"2066","TAS","GO:0090151","7534","gene-term","GO:0090151",,"establishment%20of%20protein%20localization%20to%20mitochondrial%20membrane (gene-term) YWHAZ",,,"true","gene-term","establishment%20of%20protein%20localization%20to%20mitochondrial%20membrane (gene-term) YWHAZ",,,,,,"GO:0090151 (gene-term) 7534"
,,,,"2069","IEA","GO:0090151","801","gene-term","GO:0090151",,"establishment%20of%20protein%20localization%20to%20mitochondrial%20membrane (gene-term) CALM1",,,"true","gene-term","establishment%20of%20protein%20localization%20to%20mitochondrial%20membrane (gene-term) CALM1",,,,,,"GO:0090151 (gene-term) 801"
